seed,a,b,N,R,P,U
202603,0.10778482413911078,4.5,4.0,0.7535448622957461,0.08080595880169186,0.7998983470705184
202603,0.23918332276131332,3.043563582355142,4.0,0.7309440310599904,0.13073887072344112,0.7845167779049383
202603,0.210761234479132,3.472254670468633,4.0,0.7379484577796835,0.10849078158453569,0.7735692337890921
202603,0.10993337882731305,4.5,4.0,0.7532849931772673,0.08090702075092361,0.7993741958473706
202603,0.22745404181616968,3.094320387823828,4.0,0.7316592397683525,0.1264233840530154,0.782730843320258
202603,0.14068628795552654,4.5,4.0,0.7491719024426858,0.08173853164298045,0.7904156304703371
202603,0.22586581345186016,3.225090783066854,4.0,0.7333169329214008,0.11991532964525316,0.7770673076043602
202603,0.22870578742044864,3.1272793335588522,4.0,0.7319755680821483,0.12491078907841295,0.7808664304259988
202603,0.13058555399805655,4.5,4.0,0.7505747657190451,0.081562455239232,0.7935750680286509
202603,0.227436732837617,3.1063212334606742,4.0,0.7317846664654637,0.12580803946867522,0.7820855687070708
202603,0.1990830923766229,4.499999999999999,4.0,0.7422549667458227,0.0831274642206093,0.7742269798718447
202603,0.13774958765048792,4.5,4.0,0.7495814168566675,0.08169346290670759,0.7913458579934121
202603,0.21398853180547145,3.621435257535892,4.0,0.7403250407924125,0.10381598835755451,0.7727068682867083
202603,0.2483211896301657,3.045401651866079,4.0,0.7310607403882045,0.13224340068093612,0.7841861482405101
